UniqueID	Strain	CBD=1	Lot Number	Extraction Run	Time (mins)	Col1/2	PSI	Temp (degC)	Program Used 0/1	Mass CO2 Used lbs	Extraction Efficiency THC	Extraction Efficiency CBD	Extraction Efficiency CBN	Input Mass (g)	Output Spent Mass (g)	% Mass Extracted	Spent % (as is) THC	Spent % (as is) CBD	Spent % (as is) CBN	Decarb % (as is) THC	Decarb % (as is) CBD	Decarb % (as is) CBN
332	HB	0	1086	4	105	2	5000	65	1	55	0.9214	1.0000	0.8540	1542.0000	1311.5000	0.1495	0.7980	0.0000	0.0710	10.1589	0.0308	0.4862
333	HB	0	1086	5	100	1	5000	65	1	56	0.9044	1.0000	0.8149	1542.0000	1303.5000	0.1547	0.9710	0.0000	0.0900	10.1589	0.0308	0.4862
334	HB	0	1086	6	100	2	5000	65	1	60.5	0.9051	1.0000	0.8190	1539.5000	1378.5000	0.1046	0.9640	0.0000	0.0880	10.1589	0.0308	0.4862
335	HB	0	1086	7	115	1	5000	65	1	81	0.9758	1.0000	0.9527	1539.5000	1280.0000	0.1686	0.2460	0.0000	0.0230	10.1589	0.0308	0.4862
336	HB	0	1086	8	125	2	5000	65	1	60	0.9758	1.0000	0.9445	1542.5000	1306.0000	0.1533	0.2460	0.0000	0.0270	10.1589	0.0308	0.4862
337	HB	0	1086	9	100	1	5000	65	1	60	0.8330	1.0000	0.7326	1473.5000	177.0000	0.8799	1.6970	0.0000	0.1300	10.1589	0.0308	0.4862
338	HB	0	1082	1	100	1	5000	65	1	55	0.9523	1.0000	1.0000	1447.0000	1240.0000	0.1431	0.4440	0.0000	0.0000	9.3120	0.0210	0.1440
339	HB	0	1082	2	110	2	5000	65	1	55.5	0.8875	1.0000	0.7153	1407.0000	1238.0000	0.1201	1.0480	0.0000	0.0410	9.3120	0.0210	0.1440
340	HB	0	1082	3	100	1	5000	65	1	58	0.9609	1.0000	1.0000	1400.0000	1215.5000	0.1318	0.3640	0.0000	0.0000	9.3120	0.0210	0.1440
341	HB	0	1082	4	100	2	5000	65	1	58	0.9637	1.0000	1.0000	1407.0000	1209.0000	0.1407	0.3380	0.0000	0.0000	9.3120	0.0210	0.1440
342	HB	0	1082	5	95	1	5000	65	1	55	0.9344	1.0000	1.0000	1456.5000	1258.0000	0.1363	0.6110	0.0000	0.0000	9.3120	0.0210	0.1440
343	HB	0	1082	6	110	2	5000	65	1	65.5	0.9606	1.0000	1.0000	1060.0000	848.0000	0.2000	0.3670	0.0000	0.0000	9.3120	0.0210	0.1440
344	SB	0	1014	1	140	1	5000	65	1	80	0.9591	1.0000	0.8790	1504.5000	1197.0000	0.2044	0.6020	0.0000	0.0450	14.7080	0.0470	0.3720
345	SB	0	1014	2	140	2	5000	65	1	80	0.9541	1.0000	0.8817	1442.5000	1139.5000	0.2101	0.6750	0.0000	0.0440	14.7080	0.0470	0.3720
346	SB	0	1014	3	150	1	5000	65	1	81	0.9821	1.0000	0.9489	1455.0000	1133.5000	0.2210	0.2640	0.0000	0.0190	14.7080	0.0470	0.3720
347	SB	0	1014	4	165	2	5000	65	1	90	0.9958	1.0000	0.9868	1450.0000	1125.0000	0.2241	0.0620	0.0000	0.0049	14.7080	0.0470	0.3720
350	SB	0	1014	7	145	1	5000	65	1	80	0.9595	1.0000	0.8898	1503.5000	1172.0000	0.2205	0.5960	0.0000	0.0410	14.7080	0.0470	0.3720
351	SB	0	1014	8	120	2	5000	65	1	70	0.9775	1.0000	0.9102	1119.5000	963.0000	0.1398	0.3310	0.0000	0.0334	14.7080	0.0470	0.3720
352	HB	0	1019	1	125	1	5000	65	1	70	0.9928	1.0000	1.0000	1657.0000	1381.0000	0.1666	0.0870	0.0000	0.0000	12.0760	0.0290	0.2390
354	HB	0	1019	3	125	1	5000	65	1	70	0.9941	1.0000	0.6611	1592.0000	1322.5000	0.1693	0.0710	0.0000	0.0810	12.0760	0.0290	0.2390
355	HB	0	1019	4	115	2	5000	65	1	65	0.9794	1.0000	1.0000	1573.0000	1336.0000	0.1507	0.2490	0.0000	0.0000	12.0760	0.0290	0.2390
356	HB	0	1019	5	115	1	5000	65	1	65	0.9724	1.0000	1.0000	1552.0000	1287.0000	0.1707	0.3330	0.0000	0.0000	12.0760	0.0290	0.2390
357	HB	0	1019	6	120	2	5000	65	1	65.5	0.9777	1.0000	1.0000	1451.0000	1205.0000	0.1695	0.2690	0.0000	0.0000	12.0760	0.0290	0.2390
358	HB	0	1016	1	110	1	5000	65	1	60	0.8841	1.0000	-1.3125	1589.5000	1370.0000	0.1381	1.4530	0.0000	0.0740	12.5340	0.0320	0.0320
359	HB	0	1016	2	115	2	5000	65	1	60	0.9625	1.0000	0.0000	1618.0000	1391.5000	0.1400	0.4700	0.0000	0.0320	12.5340	0.0320	0.0320
360	HB	0	1016	3	120	1	5000	65	1	60	0.9793	1.0000	0.2188	1603.5000	1373.5000	0.1434	0.2600	0.0000	0.0250	12.5340	0.0320	0.0320
367	HB	0	1016	10	100	1	5000	65	1	62	0.8660	1.0000	-1.7813	1000.5000	838.0000	0.1624	1.6800	0.0000	0.0890	12.5340	0.0320	0.0320
368	HB	0	1016	11	100	2	5000	65	1	59	0.7853	1.0000	-2.4375	976.5000	849.0000	0.1306	2.6910	0.0000	0.1100	12.5340	0.0320	0.0320
